"n","k_babylon","m1","m2","babylon_log10_error","nested_log10_error","deviation"
13,2,1,5,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,2,0,"-48.09638761144687343343672197429306610826286761568273","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","46.69844760277483582386419976374205216179924737860694"
13,2,2,1,"-48.09638761144687343343672197429306610826286761568273","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","24.90619547754083629653535256864220731740541305046747"
13,2,2,2,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,2,3,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,2,4,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,2,5,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,3,0,"-48.09638761144687343343672197429306610826286761568273","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","46.69844760277483582386419976374205216179924737860694"
13,2,3,1,"-48.09638761144687343343672197429306610826286761568273","-29.416741003291246211035207628661359402237202287851305553915199634087914","18.67964660815562722240151434563170670602566532783142"
13,2,3,2,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,3,3,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,3,4,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,3,5,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,3,1,0,"-98.","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","97."
13,3,1,1,"-98.","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","81."
13,3,1,2,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,1,3,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,1,4,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,1,5,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,2,0,"-98.","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","97."
13,3,2,1,"-98.","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","75."
13,3,2,2,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,2,3,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,2,4,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,2,5,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,3,0,"-98.","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","97."
13,3,3,1,"-98.","-29.416741003291246211035207628661359402237202287851305553915199634087914","68."
13,3,3,2,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,3,3,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,3,4,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,3,3,5,"-98.","-DirectedInfinity-","-DirectedInfinity-"
13,4,1,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,4,1,1,"-DirectedInfinity-","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","-DirectedInfinity-"
13,4,1,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,2,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,4,2,1,"-DirectedInfinity-","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-"
13,4,2,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,3,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,4,3,1,"-DirectedInfinity-","-29.416741003291246211035207628661359402237202287851305553915199634087914","-DirectedInfinity-"
13,4,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,4,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,1,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,5,1,1,"-DirectedInfinity-","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","-DirectedInfinity-"
13,5,1,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,2,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,5,2,1,"-DirectedInfinity-","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-"
13,5,2,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,3,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,5,3,1,"-DirectedInfinity-","-29.416741003291246211035207628661359402237202287851305553915199634087914","-DirectedInfinity-"
13,5,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,5,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,1,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,6,1,1,"-DirectedInfinity-","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","-DirectedInfinity-"
13,6,1,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,2,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,6,2,1,"-DirectedInfinity-","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-"
13,6,2,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,3,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,6,3,1,"-DirectedInfinity-","-29.416741003291246211035207628661359402237202287851305553915199634087914","-DirectedInfinity-"
13,6,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,6,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,1,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,7,1,1,"-DirectedInfinity-","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","-DirectedInfinity-"
13,7,1,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,2,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,7,2,1,"-DirectedInfinity-","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-"
13,7,2,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,3,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,7,3,1,"-DirectedInfinity-","-29.416741003291246211035207628661359402237202287851305553915199634087914","-DirectedInfinity-"
13,7,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,7,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,1,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,8,1,1,"-DirectedInfinity-","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","-DirectedInfinity-"
13,8,1,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,2,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,8,2,1,"-DirectedInfinity-","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-"
13,8,2,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,3,0,"-DirectedInfinity-","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","-DirectedInfinity-"
13,8,3,1,"-DirectedInfinity-","-29.416741003291246211035207628661359402237202287851305553915199634087914","-DirectedInfinity-"
13,8,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,8,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
